Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty_like,"1024;
;
;
;
;
",,7.54,17.68,0,0,0,0
empty_tensor,,,10.14,10.14,0,0,0,0
triton_kernel_add,,,15.41,15.41,1.72,1.72,0,0
aten::add,"1024;
1024;
",,81.72,106.19,0,28.5,0,0
empty_tensor,,,10.95,10.95,0,0,0,0
aclnnAdd,,,13.52,13.52,28.5,28.5,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.52,18.36,0,0,0,0
empty_tensor,,,9.84,9.84,0,0,0,0
triton_kernel_add,,,15.15,15.15,1.72,1.72,0,0
aten::add,"1024;
1024;
",,81.84,105.27,0,34.26,0,0
empty_tensor,,,10.81,10.81,0,0,0,0
aclnnAdd,,,12.62,12.62,34.26,34.26,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.72,17.35,0,0,0,0
empty_tensor,,,9.63,9.63,0,0,0,0
triton_kernel_add,,,14.68,14.68,1.68,1.68,0,0
aten::add,"1024;
1024;
",,82.22,105.22,0,32.92,0,0
empty_tensor,,,11.4,11.4,0,0,0,0
aclnnAdd,,,11.6,11.6,32.92,32.92,0,0
aten::empty_like,"1024;
;
;
;
;
",,19.77,30.19,0,0,0,0
empty_tensor,,,10.42,10.42,0,0,0,0
triton_kernel_add,,,20.81,20.81,1.7,1.7,0,0
aten::add,"1024;
1024;
",,82.83,104.85,0,31.8,0,0
empty_tensor,,,11.07,11.07,0,0,0,0
aclnnAdd,,,10.95,10.95,31.8,31.8,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.51,16.81,0,0,0,0
empty_tensor,,,9.3,9.3,0,0,0,0
triton_kernel_add,,,16.5,16.5,1.7,1.7,0,0
aten::add,"1024;
1024;
",,80.77,104.07,0,36.58,0,0
empty_tensor,,,10.75,10.75,0,0,0,0
aclnnAdd,,,12.55,12.55,36.58,36.58,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.48,18.74,0,0,0,0
empty_tensor,,,10.26,10.26,0,0,0,0
triton_kernel_add,,,15.35,15.35,1.66,1.66,0,0
aten::add,"1024;
1024;
",,82.4,104.83,0,33.9,0,0
empty_tensor,,,10.61,10.61,0,0,0,0
aclnnAdd,,,11.82,11.82,33.9,33.9,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.6,17.13,0,0,0,0
empty_tensor,,,9.53,9.53,0,0,0,0
triton_kernel_add,,,14.99,14.99,1.9,1.9,0,0
aten::add,"1024;
1024;
",,81.07,103.82,0,29.28,0,0
empty_tensor,,,10.77,10.77,0,0,0,0
aclnnAdd,,,11.98,11.98,29.28,29.28,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.06,17.37,0,0,0,0
empty_tensor,,,9.31,9.31,0,0,0,0
triton_kernel_add,,,21.38,21.38,1.7,1.7,0,0
aten::add,"1024;
1024;
",,82.65,105.16,0,35.64,0,0
empty_tensor,,,10.88,10.88,0,0,0,0
aclnnAdd,,,11.63,11.63,35.64,35.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.71,17.05,0,0,0,0
empty_tensor,,,9.34,9.34,0,0,0,0
triton_kernel_add,,,15.1,15.1,1.68,1.68,0,0
aten::add,"1024;
1024;
",,81.22,104.14,0,32.24,0,0
empty_tensor,,,10.47,10.47,0,0,0,0
aclnnAdd,,,12.45,12.45,32.24,32.24,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.72,17.15,0,0,0,0
empty_tensor,,,9.43,9.43,0,0,0,0
triton_kernel_add,,,14.65,14.65,1.74,1.74,0,0
aten::add,"1024;
1024;
",,82.03,104.49,0,32.54,0,0
empty_tensor,,,10.58,10.58,0,0,0,0
aclnnAdd,,,11.88,11.88,32.54,32.54,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.76,17.07,0,0,0,0
empty_tensor,,,9.31,9.31,0,0,0,0
triton_kernel_add,,,15.24,15.24,1.74,1.74,0,0
aten::add,"1024;
1024;
",,81.75,104.23,0,34.74,0,0
empty_tensor,,,10.47,10.47,0,0,0,0
aclnnAdd,,,12.01,12.01,34.74,34.74,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.86,17.21,0,0,0,0
empty_tensor,,,9.35,9.35,0,0,0,0
triton_kernel_add,,,27.94,27.94,1.76,1.76,0,0
aten::add,"1024;
1024;
",,81.16,104.81,0,31.94,0,0
empty_tensor,,,11.03,11.03,0,0,0,0
aclnnAdd,,,12.62,12.62,31.94,31.94,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.56,16.75,0,0,0,0
empty_tensor,,,9.19,9.19,0,0,0,0
triton_kernel_add,,,14.59,14.59,1.74,1.74,0,0
aten::add,"1024;
1024;
",,81.89,105.05,0,27.76,0,0
empty_tensor,,,11.06,11.06,0,0,0,0
aclnnAdd,,,12.1,12.1,27.76,27.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.84,17.46,0,0,0,0
empty_tensor,,,9.62,9.62,0,0,0,0
triton_kernel_add,,,15.11,15.11,1.72,1.72,0,0
aten::add,"1024;
1024;
",,81.52,104.82,0,35.14,0,0
empty_tensor,,,11.22,11.22,0,0,0,0
aclnnAdd,,,12.08,12.08,35.14,35.14,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.69,17.12,0,0,0,0
empty_tensor,,,9.43,9.43,0,0,0,0
triton_kernel_add,,,15.52,15.52,1.64,1.64,0,0
aten::add,"1024;
1024;
",,81.93,104.68,0,33.08,0,0
empty_tensor,,,10.77,10.77,0,0,0,0
aclnnAdd,,,11.98,11.98,33.08,33.08,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.19,17.44,0,0,0,0
empty_tensor,,,9.25,9.25,0,0,0,0
triton_kernel_add,,,22.69,22.69,1.76,1.76,0,0
aten::add,"1024;
1024;
",,82.15,104.35,0,31.16,0,0
empty_tensor,,,10.95,10.95,0,0,0,0
aclnnAdd,,,11.25,11.25,31.16,31.16,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.61,16.93,0,0,0,0
empty_tensor,,,9.32,9.32,0,0,0,0
triton_kernel_add,,,14.55,14.55,1.48,1.48,0,0
aten::add,"1024;
1024;
",,82.33,104.45,0,36.0,0,0
empty_tensor,,,10.79,10.79,0,0,0,0
aclnnAdd,,,11.33,11.33,36.0,36.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.49,16.51,0,0,0,0
empty_tensor,,,9.02,9.02,0,0,0,0
triton_kernel_add,,,14.86,14.86,1.58,1.58,0,0
aten::add,"1024;
1024;
",,82.85,105.12,0,32.04,0,0
empty_tensor,,,10.79,10.79,0,0,0,0
aclnnAdd,,,11.48,11.48,32.04,32.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.9,17.15,0,0,0,0
empty_tensor,,,9.25,9.25,0,0,0,0
triton_kernel_add,,,20.71,20.71,1.5,1.5,0,0
aten::add,"1024;
1024;
",,83.24,105.59,0,27.24,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aclnnAdd,,,11.37,11.37,27.24,27.24,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.9,17.57,0,0,0,0
empty_tensor,,,9.67,9.67,0,0,0,0
triton_kernel_add,,,14.23,14.23,1.54,1.54,0,0
aten::add,"1024;
1024;
",,81.2,104.67,0,33.54,0,0
empty_tensor,,,10.71,10.71,0,0,0,0
aclnnAdd,,,12.76,12.76,33.54,33.54,0,0
aten::empty_like,"1024;
;
;
;
;
",,8.35,17.72,0,0,0,0
empty_tensor,,,9.37,9.37,0,0,0,0
triton_kernel_add,,,14.46,14.46,1.56,1.56,0,0
