Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty_like,"1024;
;
;
;
;
",,6.51,12.73,0,0,0,0
empty_tensor,,,6.22,6.22,0,0,0,0
triton_kernel_add,,,13.11,13.11,1.46,1.46,0,0
aten::add,"1024;
1024;
",,21.06,41.42,0,1.72,0,0
empty_tensor,,,10.09,10.09,0,0,0,0
aclnnAdd,,,10.27,10.27,1.72,1.72,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.85,13.15,0,0,0,0
empty_tensor,,,6.3,6.3,0,0,0,0
triton_kernel_add,,,13.79,13.79,1.5,1.5,0,0
aten::add,"1024;
1024;
",,22.15,44.14,0,1.56,0,0
empty_tensor,,,10.59,10.59,0,0,0,0
aclnnAdd,,,11.4,11.4,1.56,1.56,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.44,154.27,0,0,0,0
empty_tensor,,,146.83,146.83,0,0,0,0
triton_kernel_add,,,14.85,14.85,1.34,1.34,0,0
aten::add,"1024;
1024;
",,22.53,44.25,0,1.52,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aclnnAdd,,,10.74,10.74,1.52,1.52,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.31,13.05,0,0,0,0
empty_tensor,,,6.74,6.74,0,0,0,0
triton_kernel_add,,,17.63,17.63,1.32,1.32,0,0
aten::add,"1024;
1024;
",,22.11,43.32,0,1.56,0,0
empty_tensor,,,11.33,11.33,0,0,0,0
aclnnAdd,,,9.88,9.88,1.56,1.56,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.45,13.82,0,0,0,0
empty_tensor,,,7.37,7.37,0,0,0,0
triton_kernel_add,,,13.78,13.78,1.36,1.36,0,0
aten::add,"1024;
1024;
",,22.09,42.66,0,1.6,0,0
empty_tensor,,,10.61,10.61,0,0,0,0
aclnnAdd,,,9.96,9.96,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.23,12.79,0,0,0,0
empty_tensor,,,6.56,6.56,0,0,0,0
triton_kernel_add,,,14.2,14.2,1.36,1.36,0,0
aten::add,"1024;
1024;
",,22.33,43.33,0,1.62,0,0
empty_tensor,,,10.81,10.81,0,0,0,0
aclnnAdd,,,10.19,10.19,1.62,1.62,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.56,13.01,0,0,0,0
empty_tensor,,,6.45,6.45,0,0,0,0
triton_kernel_add,,,14.47,14.47,1.4,1.4,0,0
aten::add,"1024;
1024;
",,21.79,45.27,0,1.76,0,0
empty_tensor,,,10.62,10.62,0,0,0,0
aclnnAdd,,,12.86,12.86,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.4,13.15,0,0,0,0
empty_tensor,,,6.75,6.75,0,0,0,0
triton_kernel_add,,,13.42,13.42,1.42,1.42,0,0
aten::add,"1024;
1024;
",,22.65,42.94,0,1.54,0,0
empty_tensor,,,10.54,10.54,0,0,0,0
aclnnAdd,,,9.75,9.75,1.54,1.54,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.35,13.56,0,0,0,0
empty_tensor,,,7.21,7.21,0,0,0,0
triton_kernel_add,,,14.5,14.5,1.32,1.32,0,0
aten::add,"1024;
1024;
",,22.91,44.51,0,1.56,0,0
empty_tensor,,,11.22,11.22,0,0,0,0
aclnnAdd,,,10.38,10.38,1.56,1.56,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.42,12.99,0,0,0,0
empty_tensor,,,6.57,6.57,0,0,0,0
triton_kernel_add,,,14.02,14.02,1.32,1.32,0,0
aten::add,"1024;
1024;
",,23.17,43.63,0,1.62,0,0
empty_tensor,,,10.69,10.69,0,0,0,0
aclnnAdd,,,9.77,9.77,1.62,1.62,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.55,13.04,0,0,0,0
empty_tensor,,,6.49,6.49,0,0,0,0
triton_kernel_add,,,16.89,16.89,1.42,1.42,0,0
aten::add,"1024;
1024;
",,22.02,43.34,0,1.6,0,0
empty_tensor,,,11.29,11.29,0,0,0,0
aclnnAdd,,,10.03,10.03,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.85,13.91,0,0,0,0
empty_tensor,,,7.06,7.06,0,0,0,0
triton_kernel_add,,,14.76,14.76,1.34,1.34,0,0
aten::add,"1024;
1024;
",,21.41,41.97,0,1.6,0,0
empty_tensor,,,10.66,10.66,0,0,0,0
aclnnAdd,,,9.9,9.9,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.66,13.38,0,0,0,0
empty_tensor,,,6.72,6.72,0,0,0,0
triton_kernel_add,,,14.12,14.12,1.36,1.36,0,0
aten::add,"1024;
1024;
",,21.75,42.73,0,1.6,0,0
empty_tensor,,,11.1,11.1,0,0,0,0
aclnnAdd,,,9.88,9.88,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.35,12.74,0,0,0,0
empty_tensor,,,6.39,6.39,0,0,0,0
triton_kernel_add,,,14.5,14.5,1.36,1.36,0,0
aten::add,"1024;
1024;
",,21.55,42.28,0,1.66,0,0
empty_tensor,,,10.29,10.29,0,0,0,0
aclnnAdd,,,10.44,10.44,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.86,13.98,0,0,0,0
empty_tensor,,,7.12,7.12,0,0,0,0
triton_kernel_add,,,18.43,18.43,1.44,1.44,0,0
aten::add,"1024;
1024;
",,22.4,42.86,0,1.68,0,0
empty_tensor,,,11.1,11.1,0,0,0,0
aclnnAdd,,,9.36,9.36,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.7,13.36,0,0,0,0
empty_tensor,,,6.66,6.66,0,0,0,0
triton_kernel_add,,,14.15,14.15,1.44,1.44,0,0
aten::add,"1024;
1024;
",,21.66,42.13,0,1.66,0,0
empty_tensor,,,10.37,10.37,0,0,0,0
aclnnAdd,,,10.1,10.1,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.3,13.43,0,0,0,0
empty_tensor,,,7.13,7.13,0,0,0,0
triton_kernel_add,,,13.71,13.71,1.4,1.4,0,0
aten::add,"1024;
1024;
",,21.66,42.19,0,1.6,0,0
empty_tensor,,,10.71,10.71,0,0,0,0
aclnnAdd,,,9.82,9.82,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.5,13.49,0,0,0,0
empty_tensor,,,6.99,6.99,0,0,0,0
triton_kernel_add,,,14.11,14.11,1.4,1.4,0,0
aten::add,"1024;
1024;
",,21.51,42.11,0,1.64,0,0
empty_tensor,,,10.55,10.55,0,0,0,0
aclnnAdd,,,10.05,10.05,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.42,13.34,0,0,0,0
empty_tensor,,,6.92,6.92,0,0,0,0
triton_kernel_add,,,17.84,17.84,1.42,1.42,0,0
aten::add,"1024;
1024;
",,23.61,44.68,0,1.62,0,0
empty_tensor,,,10.77,10.77,0,0,0,0
aclnnAdd,,,10.3,10.3,1.62,1.62,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.8,13.71,0,0,0,0
empty_tensor,,,6.91,6.91,0,0,0,0
triton_kernel_add,,,13.65,13.65,1.4,1.4,0,0
aten::add,"1024;
1024;
",,21.57,41.86,0,1.66,0,0
empty_tensor,,,10.46,10.46,0,0,0,0
aclnnAdd,,,9.83,9.83,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.18,13.64,0,0,0,0
empty_tensor,,,6.46,6.46,0,0,0,0
triton_kernel_add,,,13.61,13.61,1.46,1.46,0,0
aten::add,"1024;
1024;
",,21.63,43.17,0,1.82,0,0
empty_tensor,,,10.72,10.72,0,0,0,0
aclnnAdd,,,10.82,10.82,1.82,1.82,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.44,13.65,0,0,0,0
empty_tensor,,,7.21,7.21,0,0,0,0
triton_kernel_add,,,14.98,14.98,1.46,1.46,0,0
aten::add,"1024;
1024;
",,22.33,45.26,0,1.62,0,0
empty_tensor,,,10.53,10.53,0,0,0,0
aclnnAdd,,,12.4,12.4,1.62,1.62,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.35,12.84,0,0,0,0
empty_tensor,,,6.49,6.49,0,0,0,0
triton_kernel_add,,,13.66,13.66,1.36,1.36,0,0
