Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
empty_tensor,,,11.34,11.34,0,0,0,0
aclnnAdd,,,17.56,17.56,1.94,1.94,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.84,14.37,0,0,0,0
empty_tensor,,,7.53,7.53,0,0,0,0
triton_kernel_add,,,17.19,17.19,2.16,2.16,0,0
aten::add,"1024;
1024;
",,24.6,49.1,0,1.98,0,0
empty_tensor,,,11.89,11.89,0,0,0,0
aclnnAdd,,,12.61,12.61,1.98,1.98,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.75,13.69,0,0,0,0
empty_tensor,,,6.94,6.94,0,0,0,0
triton_kernel_add,,,16.61,16.61,2.2,2.2,0,0
