Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
empty_tensor,,,7.05,7.05,0,0,0,0
triton_kernel_add,,,20.85,20.85,2.32,2.32,0,0
aten::add,"1024;
1024;
",,25.72,51.2,0,2.12,0,0
empty_tensor,,,15.06,15.06,0,0,0,0
aclnnAdd,,,10.42,10.42,2.12,2.12,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.09,12.33,0,0,0,0
empty_tensor,,,6.24,6.24,0,0,0,0
triton_kernel_add,,,14.63,14.63,2.34,2.34,0,0
aten::add,"1024;
1024;
",,25.86,48.06,0,2.12,0,0
empty_tensor,,,11.4,11.4,0,0,0,0
aclnnAdd,,,10.8,10.8,2.12,2.12,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.19,12.44,0,0,0,0
empty_tensor,,,6.25,6.25,0,0,0,0
triton_kernel_add,,,14.78,14.78,2.2,2.2,0,0
aten::add,"1024;
1024;
",,24.49,46.05,0,2.0,0,0
empty_tensor,,,10.9,10.9,0,0,0,0
aclnnAdd,,,10.66,10.66,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.61,12.43,0,0,0,0
empty_tensor,,,5.82,5.82,0,0,0,0
triton_kernel_add,,,17.33,17.33,2.22,2.22,0,0
aten::add,"1024;
1024;
",,25.05,46.24,0,1.98,0,0
empty_tensor,,,10.57,10.57,0,0,0,0
aclnnAdd,,,10.62,10.62,1.98,1.98,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.58,16.69,0,0,0,0
empty_tensor,,,6.11,6.11,0,0,0,0
triton_kernel_add,,,26.23,26.23,2.18,2.18,0,0
aten::add,"1024;
1024;
",,25.32,51.21,0,2.02,0,0
empty_tensor,,,11.32,11.32,0,0,0,0
aclnnAdd,,,14.57,14.57,2.02,2.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.65,13.81,0,0,0,0
empty_tensor,,,7.16,7.16,0,0,0,0
triton_kernel_add,,,14.09,14.09,2.4,2.4,0,0
aten::add,"1024;
1024;
",,25.14,51.36,0,2.02,0,0
empty_tensor,,,16.35,16.35,0,0,0,0
aclnnAdd,,,9.87,9.87,2.02,2.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.26,12.84,0,0,0,0
empty_tensor,,,6.58,6.58,0,0,0,0
triton_kernel_add,,,15.05,15.05,2.2,2.2,0,0
aten::add,"1024;
1024;
",,27.85,49.91,0,2.06,0,0
empty_tensor,,,11.22,11.22,0,0,0,0
aclnnAdd,,,10.84,10.84,2.06,2.06,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.81,13.88,0,0,0,0
empty_tensor,,,7.07,7.07,0,0,0,0
triton_kernel_add,,,20.05,20.05,2.28,2.28,0,0
aten::add,"1024;
1024;
",,25.42,51.81,0,2.06,0,0
empty_tensor,,,11.52,11.52,0,0,0,0
aclnnAdd,,,14.87,14.87,2.06,2.06,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.84,23.97,0,0,0,0
empty_tensor,,,17.13,17.13,0,0,0,0
triton_kernel_add,,,19.02,19.02,2.2,2.2,0,0
aten::add,"1024;
1024;
",,26.02,48.21,0,1.98,0,0
empty_tensor,,,11.78,11.78,0,0,0,0
aclnnAdd,,,10.41,10.41,1.98,1.98,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.43,12.76,0,0,0,0
empty_tensor,,,6.33,6.33,0,0,0,0
triton_kernel_add,,,18.82,18.82,2.18,2.18,0,0
aten::add,"1024;
1024;
",,25.47,47.84,0,1.94,0,0
empty_tensor,,,11.23,11.23,0,0,0,0
aclnnAdd,,,11.14,11.14,1.94,1.94,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.88,18.25,0,0,0,0
empty_tensor,,,11.37,11.37,0,0,0,0
triton_kernel_add,,,15.26,15.26,2.24,2.24,0,0
aten::add,"1024;
1024;
",,26.19,48.36,0,2.04,0,0
empty_tensor,,,11.57,11.57,0,0,0,0
aclnnAdd,,,10.6,10.6,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.56,17.91,0,0,0,0
empty_tensor,,,7.35,7.35,0,0,0,0
triton_kernel_add,,,20.83,20.83,2.16,2.16,0,0
aten::add,"1024;
1024;
",,25.65,47.7,0,2.0,0,0
empty_tensor,,,11.65,11.65,0,0,0,0
aclnnAdd,,,10.4,10.4,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,9.97,16.99,0,0,0,0
empty_tensor,,,7.02,7.02,0,0,0,0
triton_kernel_add,,,14.8,14.8,2.18,2.18,0,0
aten::add,"1024;
1024;
",,25.61,50.81,0,2.02,0,0
empty_tensor,,,11.23,11.23,0,0,0,0
aclnnAdd,,,13.97,13.97,2.02,2.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.53,13.2,0,0,0,0
empty_tensor,,,6.67,6.67,0,0,0,0
triton_kernel_add,,,15.2,15.2,2.24,2.24,0,0
