Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty_like,"1024;
;
;
;
;
",,6.26,12.21,0,0,0,0
empty_tensor,,,5.95,5.95,0,0,0,0
triton_kernel_add,,,16.84,16.84,1.44,1.44,0,0
aten::add,"1024;
1024;
",,25.59,50.14,0,1.62,0,0
empty_tensor,,,11.52,11.52,0,0,0,0
aclnnAdd,,,13.03,13.03,1.62,1.62,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.81,13.71,0,0,0,0
empty_tensor,,,6.9,6.9,0,0,0,0
triton_kernel_add,,,21.08,21.08,1.4,1.4,0,0
aten::add,"1024;
1024;
",,26.11,50.92,0,1.68,0,0
empty_tensor,,,11.82,11.82,0,0,0,0
aclnnAdd,,,12.99,12.99,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.82,12.62,0,0,0,0
empty_tensor,,,5.8,5.8,0,0,0,0
triton_kernel_add,,,17.56,17.56,1.62,1.62,0,0
aten::add,"1024;
1024;
",,25.69,50.75,0,1.72,0,0
empty_tensor,,,11.88,11.88,0,0,0,0
aclnnAdd,,,13.18,13.18,1.72,1.72,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.05,13.25,0,0,0,0
empty_tensor,,,6.2,6.2,0,0,0,0
triton_kernel_add,,,16.08,16.08,1.5,1.5,0,0
aten::add,"1024;
1024;
",,25.65,49.95,0,1.6,0,0
empty_tensor,,,10.91,10.91,0,0,0,0
aclnnAdd,,,13.39,13.39,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.11,14.67,0,0,0,0
empty_tensor,,,7.56,7.56,0,0,0,0
triton_kernel_add,,,17.12,17.12,1.36,1.36,0,0
aten::add,"1024;
1024;
",,24.42,47.52,0,1.56,0,0
empty_tensor,,,10.64,10.64,0,0,0,0
aclnnAdd,,,12.46,12.46,1.56,1.56,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.39,12.82,0,0,0,0
empty_tensor,,,6.43,6.43,0,0,0,0
triton_kernel_add,,,21.54,21.54,1.32,1.32,0,0
aten::add,"1024;
1024;
",,23.67,47.37,0,1.58,0,0
empty_tensor,,,10.8,10.8,0,0,0,0
aclnnAdd,,,12.9,12.9,1.58,1.58,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.44,12.49,0,0,0,0
empty_tensor,,,6.05,6.05,0,0,0,0
triton_kernel_add,,,16.72,16.72,1.4,1.4,0,0
aten::add,"1024;
1024;
",,25.42,49.03,0,1.56,0,0
empty_tensor,,,10.77,10.77,0,0,0,0
aclnnAdd,,,12.84,12.84,1.56,1.56,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.37,13.81,0,0,0,0
empty_tensor,,,7.44,7.44,0,0,0,0
triton_kernel_add,,,16.08,16.08,1.36,1.36,0,0
aten::add,"1024;
1024;
",,26.91,51.42,0,1.6,0,0
empty_tensor,,,11.26,11.26,0,0,0,0
aclnnAdd,,,13.25,13.25,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.82,13.83,0,0,0,0
empty_tensor,,,7.01,7.01,0,0,0,0
triton_kernel_add,,,21.5,21.5,1.38,1.38,0,0
aten::add,"1024;
1024;
",,24.68,48.41,0,1.62,0,0
empty_tensor,,,11.38,11.38,0,0,0,0
aclnnAdd,,,12.35,12.35,1.62,1.62,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.77,12.18,0,0,0,0
empty_tensor,,,5.41,5.41,0,0,0,0
triton_kernel_add,,,17.39,17.39,1.38,1.38,0,0
aten::add,"1024;
1024;
",,25.38,48.62,0,1.52,0,0
empty_tensor,,,10.61,10.61,0,0,0,0
aclnnAdd,,,12.63,12.63,1.52,1.52,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.08,13.43,0,0,0,0
empty_tensor,,,6.35,6.35,0,0,0,0
triton_kernel_add,,,44.23,44.23,1.3,1.3,0,0
aten::add,"1024;
1024;
",,25.86,49.6,0,1.56,0,0
empty_tensor,,,11.65,11.65,0,0,0,0
aclnnAdd,,,12.09,12.09,1.56,1.56,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.81,12.49,0,0,0,0
empty_tensor,,,5.68,5.68,0,0,0,0
triton_kernel_add,,,17.01,17.01,1.32,1.32,0,0
