Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
empty_tensor,,,7.68,7.68,0,0,0,0
triton_kernel_add,,,26.15,26.15,1.696,1.696,0,0
aten::add,"1024;
1024;
",,25.54,53.3,0,1.76,0,0
empty_tensor,,,11.3,11.3,0,0,0,0
aclnnAdd,,,16.46,16.46,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.47,12.84,0,0,0,0
empty_tensor,,,6.37,6.37,0,0,0,0
triton_kernel_add,,,17.95,17.95,1.56,1.56,0,0
aten::add,"1024;
1024;
",,28.27,58.14,0,1.784,0,0
empty_tensor,,,16.49,16.49,0,0,0,0
aclnnAdd,,,13.38,13.38,1.784,1.784,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.92,13.13,0,0,0,0
empty_tensor,,,6.21,6.21,0,0,0,0
triton_kernel_add,,,16.55,16.55,1.576,1.576,0,0
aten::add,"1024;
1024;
",,29.17,54.52,0,1.704,0,0
empty_tensor,,,12.29,12.29,0,0,0,0
aclnnAdd,,,13.06,13.06,1.704,1.704,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.95,12.89,0,0,0,0
empty_tensor,,,5.94,5.94,0,0,0,0
triton_kernel_add,,,16.91,16.91,1.496,1.496,0,0
aten::add,"1024;
1024;
",,25.33,66.38,0,1.736,0,0
empty_tensor,,,11.4,11.4,0,0,0,0
aclnnAdd,,,29.65,29.65,1.736,1.736,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.36,14.78,0,0,0,0
empty_tensor,,,7.42,7.42,0,0,0,0
triton_kernel_add,,,20.42,20.42,1.536,1.536,0,0
aten::add,"1024;
1024;
",,25.7,49.65,0,1.744,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aclnnAdd,,,12.97,12.97,1.744,1.744,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.86,12.86,0,0,0,0
empty_tensor,,,6.0,6.0,0,0,0,0
triton_kernel_add,,,20.66,20.66,1.544,1.544,0,0
aten::add,"1024;
1024;
",,26.82,50.35,0,1.776,0,0
empty_tensor,,,11.13,11.13,0,0,0,0
aclnnAdd,,,12.4,12.4,1.776,1.776,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.97,16.09,0,0,0,0
empty_tensor,,,9.12,9.12,0,0,0,0
triton_kernel_add,,,15.99,15.99,1.576,1.576,0,0
aten::add,"1024;
1024;
",,24.46,48.02,0,1.776,0,0
empty_tensor,,,11.14,11.14,0,0,0,0
aclnnAdd,,,12.42,12.42,1.776,1.776,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.11,17.19,0,0,0,0
empty_tensor,,,7.08,7.08,0,0,0,0
triton_kernel_add,,,21.79,21.79,1.6,1.6,0,0
aten::add,"1024;
1024;
",,25.31,49.24,0,2.0,0,0
empty_tensor,,,11.31,11.31,0,0,0,0
aclnnAdd,,,12.62,12.62,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.36,17.19,0,0,0,0
empty_tensor,,,6.83,6.83,0,0,0,0
triton_kernel_add,,,16.94,16.94,1.656,1.656,0,0
aten::add,"1024;
1024;
",,25.41,52.86,0,1.696,0,0
empty_tensor,,,11.42,11.42,0,0,0,0
aclnnAdd,,,16.03,16.03,1.696,1.696,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.88,14.61,0,0,0,0
empty_tensor,,,7.73,7.73,0,0,0,0
triton_kernel_add,,,17.02,17.02,1.464,1.464,0,0
aten::add,"1024;
1024;
",,27.39,53.45,0,1.696,0,0
empty_tensor,,,13.48,13.48,0,0,0,0
aclnnAdd,,,12.58,12.58,1.696,1.696,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.57,13.32,0,0,0,0
empty_tensor,,,6.75,6.75,0,0,0,0
triton_kernel_add,,,17.15,17.15,1.44,1.44,0,0
aten::add,"1024;
1024;
",,29.97,53.52,0,1.736,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aclnnAdd,,,12.57,12.57,1.736,1.736,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.62,12.48,0,0,0,0
empty_tensor,,,5.86,5.86,0,0,0,0
triton_kernel_add,,,24.26,24.26,1.504,1.504,0,0
aten::add,"1024;
1024;
",,26.26,52.04,0,1.76,0,0
empty_tensor,,,11.7,11.7,0,0,0,0
aclnnAdd,,,14.08,14.08,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.74,14.08,0,0,0,0
empty_tensor,,,7.34,7.34,0,0,0,0
triton_kernel_add,,,21.57,21.57,1.52,1.52,0,0
aten::add,"1024;
1024;
",,24.67,48.33,0,1.76,0,0
empty_tensor,,,11.46,11.46,0,0,0,0
aclnnAdd,,,12.2,12.2,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.53,12.8,0,0,0,0
empty_tensor,,,6.27,6.27,0,0,0,0
triton_kernel_add,,,20.95,20.95,1.56,1.56,0,0
aten::add,"1024;
1024;
",,27.65,51.93,0,1.76,0,0
empty_tensor,,,12.13,12.13,0,0,0,0
aclnnAdd,,,12.15,12.15,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.94,17.51,0,0,0,0
empty_tensor,,,10.57,10.57,0,0,0,0
triton_kernel_add,,,16.57,16.57,1.56,1.56,0,0
aten::add,"1024;
1024;
",,25.08,49.45,0,1.68,0,0
empty_tensor,,,11.55,11.55,0,0,0,0
aclnnAdd,,,12.82,12.82,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.62,18.32,0,0,0,0
empty_tensor,,,6.7,6.7,0,0,0,0
triton_kernel_add,,,27.41,27.41,1.48,1.48,0,0
aten::add,"1024;
1024;
",,24.9,49.15,0,1.68,0,0
empty_tensor,,,11.19,11.19,0,0,0,0
aclnnAdd,,,13.06,13.06,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.76,18.52,0,0,0,0
empty_tensor,,,7.76,7.76,0,0,0,0
triton_kernel_add,,,16.29,16.29,1.52,1.52,0,0
aten::add,"1024;
1024;
",,25.0,51.72,0,1.76,0,0
empty_tensor,,,11.0,11.0,0,0,0,0
aclnnAdd,,,15.72,15.72,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.97,12.86,0,0,0,0
empty_tensor,,,5.89,5.89,0,0,0,0
triton_kernel_add,,,17.12,17.12,1.56,1.56,0,0
aten::add,"1024;
1024;
",,26.68,55.05,0,1.704,0,0
empty_tensor,,,15.76,15.76,0,0,0,0
aclnnAdd,,,12.61,12.61,1.704,1.704,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.09,13.02,0,0,0,0
empty_tensor,,,5.93,5.93,0,0,0,0
triton_kernel_add,,,15.54,15.54,1.496,1.496,0,0
aten::add,"1024;
1024;
",,28.05,58.03,0,1.704,0,0
empty_tensor,,,11.26,11.26,0,0,0,0
aclnnAdd,,,18.72,18.72,1.704,1.704,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.08,13.82,0,0,0,0
empty_tensor,,,6.74,6.74,0,0,0,0
triton_kernel_add,,,23.49,23.49,1.536,1.536,0,0
aten::add,"1024;
1024;
",,26.26,50.74,0,1.704,0,0
empty_tensor,,,11.03,11.03,0,0,0,0
aclnnAdd,,,13.45,13.45,1.704,1.704,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.58,12.45,0,0,0,0
empty_tensor,,,5.87,5.87,0,0,0,0
triton_kernel_add,,,20.15,20.15,1.68,1.68,0,0
aten::add,"1024;
1024;
",,25.43,48.98,0,1.784,0,0
empty_tensor,,,10.84,10.84,0,0,0,0
aclnnAdd,,,12.71,12.71,1.784,1.784,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.68,12.94,0,0,0,0
empty_tensor,,,6.26,6.26,0,0,0,0
triton_kernel_add,,,20.46,20.46,1.576,1.576,0,0
