Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
triton_kernel_add,,,23.25,23.25,1.56,1.56,0,0
aten::add,"1024;
1024;
",,23.6,51.37,0,1.784,0,0
empty_tensor,,,16.27,16.27,0,0,0,0
aclnnAdd,,,11.5,11.5,1.784,1.784,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.83,12.79,0,0,0,0
empty_tensor,,,5.96,5.96,0,0,0,0
triton_kernel_add,,,15.06,15.06,1.48,1.48,0,0
aten::add,"1024;
1024;
",,28.66,50.1,0,1.68,0,0
empty_tensor,,,10.52,10.52,0,0,0,0
aclnnAdd,,,10.92,10.92,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.73,12.41,0,0,0,0
empty_tensor,,,5.68,5.68,0,0,0,0
triton_kernel_add,,,15.12,15.12,1.504,1.504,0,0
aten::add,"1024;
1024;
",,23.67,44.76,0,1.704,0,0
empty_tensor,,,10.3,10.3,0,0,0,0
aclnnAdd,,,10.79,10.79,1.704,1.704,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.7,12.94,0,0,0,0
empty_tensor,,,6.24,6.24,0,0,0,0
triton_kernel_add,,,21.02,21.02,1.496,1.496,0,0
aten::add,"1024;
1024;
",,23.45,44.94,0,1.72,0,0
empty_tensor,,,10.02,10.02,0,0,0,0
aclnnAdd,,,11.47,11.47,1.72,1.72,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.49,12.87,0,0,0,0
empty_tensor,,,6.38,6.38,0,0,0,0
triton_kernel_add,,,33.9,33.9,1.56,1.56,0,0
aten::add,"1024;
1024;
",,23.66,45.67,0,1.76,0,0
empty_tensor,,,10.64,10.64,0,0,0,0
aclnnAdd,,,11.37,11.37,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.68,13.22,0,0,0,0
empty_tensor,,,6.54,6.54,0,0,0,0
triton_kernel_add,,,14.65,14.65,1.56,1.56,0,0
aten::add,"1024;
1024;
",,23.76,45.37,0,1.816,0,0
empty_tensor,,,10.55,10.55,0,0,0,0
aclnnAdd,,,11.06,11.06,1.816,1.816,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.57,19.15,0,0,0,0
empty_tensor,,,12.58,12.58,0,0,0,0
triton_kernel_add,,,15.22,15.22,1.52,1.52,0,0
aten::add,"1024;
1024;
",,23.86,44.96,0,1.736,0,0
empty_tensor,,,10.25,10.25,0,0,0,0
aclnnAdd,,,10.85,10.85,1.736,1.736,0,0
aten::empty_like,"1024;
;
;
;
;
",,12.14,18.66,0,0,0,0
empty_tensor,,,6.52,6.52,0,0,0,0
triton_kernel_add,,,15.3,15.3,1.496,1.496,0,0
aten::add,"1024;
1024;
",,23.51,52.63,0,1.76,0,0
empty_tensor,,,9.84,9.84,0,0,0,0
aclnnAdd,,,19.28,19.28,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,17.96,25.01,0,0,0,0
empty_tensor,,,7.05,7.05,0,0,0,0
triton_kernel_add,,,15.3,15.3,1.584,1.584,0,0
aten::add,"1024;
1024;
",,24.51,45.41,0,1.744,0,0
empty_tensor,,,10.27,10.27,0,0,0,0
aclnnAdd,,,10.63,10.63,1.744,1.744,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.98,13.36,0,0,0,0
empty_tensor,,,6.38,6.38,0,0,0,0
triton_kernel_add,,,15.22,15.22,1.536,1.536,0,0
aten::add,"1024;
1024;
",,33.82,55.35,0,1.776,0,0
empty_tensor,,,9.9,9.9,0,0,0,0
aclnnAdd,,,11.63,11.63,1.776,1.776,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.45,15.34,0,0,0,0
empty_tensor,,,7.89,7.89,0,0,0,0
triton_kernel_add,,,14.89,14.89,1.6,1.6,0,0
aten::add,"1024;
1024;
",,24.42,46.48,0,1.784,0,0
empty_tensor,,,10.29,10.29,0,0,0,0
aclnnAdd,,,11.77,11.77,1.784,1.784,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.93,12.58,0,0,0,0
empty_tensor,,,5.65,5.65,0,0,0,0
triton_kernel_add,,,23.7,23.7,1.744,1.744,0,0
aten::add,"1024;
1024;
",,23.49,44.73,0,1.816,0,0
empty_tensor,,,10.08,10.08,0,0,0,0
aclnnAdd,,,11.16,11.16,1.816,1.816,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.02,13.45,0,0,0,0
empty_tensor,,,6.43,6.43,0,0,0,0
triton_kernel_add,,,14.87,14.87,1.496,1.496,0,0
aten::add,"1024;
1024;
",,23.46,44.58,0,1.744,0,0
empty_tensor,,,10.7,10.7,0,0,0,0
aclnnAdd,,,10.42,10.42,1.744,1.744,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.65,12.68,0,0,0,0
empty_tensor,,,6.03,6.03,0,0,0,0
triton_kernel_add,,,14.85,14.85,1.504,1.504,0,0
aten::add,"1024;
1024;
",,23.99,44.61,0,1.776,0,0
empty_tensor,,,10.0,10.0,0,0,0,0
aclnnAdd,,,10.62,10.62,1.776,1.776,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.4,13.12,0,0,0,0
empty_tensor,,,6.72,6.72,0,0,0,0
triton_kernel_add,,,15.01,15.01,1.464,1.464,0,0
aten::add,"1024;
1024;
",,24.03,45.26,0,1.704,0,0
empty_tensor,,,10.37,10.37,0,0,0,0
aclnnAdd,,,10.86,10.86,1.704,1.704,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.7,12.4,0,0,0,0
empty_tensor,,,5.7,5.7,0,0,0,0
triton_kernel_add,,,22.61,22.61,1.52,1.52,0,0
aten::add,"1024;
1024;
",,23.33,44.55,0,1.76,0,0
empty_tensor,,,9.61,9.61,0,0,0,0
aclnnAdd,,,11.61,11.61,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.85,12.25,0,0,0,0
empty_tensor,,,5.4,5.4,0,0,0,0
triton_kernel_add,,,15.56,15.56,1.544,1.544,0,0
aten::add,"1024;
1024;
",,24.18,45.56,0,1.72,0,0
empty_tensor,,,10.7,10.7,0,0,0,0
aclnnAdd,,,10.68,10.68,1.72,1.72,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.93,12.81,0,0,0,0
empty_tensor,,,5.88,5.88,0,0,0,0
triton_kernel_add,,,14.46,14.46,1.536,1.536,0,0
aten::add,"1024;
1024;
",,23.88,44.49,0,1.8,0,0
empty_tensor,,,9.87,9.87,0,0,0,0
aclnnAdd,,,10.74,10.74,1.8,1.8,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.45,12.74,0,0,0,0
empty_tensor,,,6.29,6.29,0,0,0,0
triton_kernel_add,,,14.69,14.69,1.456,1.456,0,0
aten::add,"1024;
1024;
",,22.89,43.47,0,1.656,0,0
empty_tensor,,,10.01,10.01,0,0,0,0
aclnnAdd,,,10.57,10.57,1.656,1.656,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.64,12.48,0,0,0,0
empty_tensor,,,5.84,5.84,0,0,0,0
triton_kernel_add,,,27.51,27.51,1.584,1.584,0,0
aten::add,"1024;
1024;
",,24.17,45.53,0,1.68,0,0
empty_tensor,,,10.01,10.01,0,0,0,0
aclnnAdd,,,11.35,11.35,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.58,12.54,0,0,0,0
empty_tensor,,,5.96,5.96,0,0,0,0
triton_kernel_add,,,14.54,14.54,1.536,1.536,0,0
aten::add,"1024;
1024;
",,23.9,44.47,0,1.776,0,0
empty_tensor,,,10.08,10.08,0,0,0,0
aclnnAdd,,,10.49,10.49,1.776,1.776,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.86,12.43,0,0,0,0
empty_tensor,,,5.57,5.57,0,0,0,0
triton_kernel_add,,,16.09,16.09,1.68,1.68,0,0
