Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
triton_kernel_add,,,21.18,21.18,1.416,1.416,0,0
aten::add,"1024;
1024;
",,23.35,44.8,0,1.656,0,0
empty_tensor,,,10.65,10.65,0,0,0,0
aclnnAdd,,,10.8,10.8,1.656,1.656,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.32,13.24,0,0,0,0
empty_tensor,,,6.92,6.92,0,0,0,0
triton_kernel_add,,,22.35,22.35,1.44,1.44,0,0
aten::add,"1024;
1024;
",,22.98,45.13,0,1.68,0,0
empty_tensor,,,10.5,10.5,0,0,0,0
aclnnAdd,,,11.65,11.65,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.79,17.63,0,0,0,0
empty_tensor,,,10.84,10.84,0,0,0,0
triton_kernel_add,,,15.2,15.2,1.44,1.44,0,0
aten::add,"1024;
1024;
",,23.38,45.89,0,1.704,0,0
empty_tensor,,,11.05,11.05,0,0,0,0
aclnnAdd,,,11.46,11.46,1.704,1.704,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.32,17.93,0,0,0,0
empty_tensor,,,6.61,6.61,0,0,0,0
triton_kernel_add,,,14.58,14.58,1.456,1.456,0,0
aten::add,"1024;
1024;
",,24.58,45.97,0,1.576,0,0
empty_tensor,,,10.84,10.84,0,0,0,0
aclnnAdd,,,10.55,10.55,1.576,1.576,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.53,18.8,0,0,0,0
empty_tensor,,,7.27,7.27,0,0,0,0
triton_kernel_add,,,14.93,14.93,1.4,1.4,0,0
aten::add,"1024;
1024;
",,23.25,58.86,0,1.6,0,0
empty_tensor,,,10.9,10.9,0,0,0,0
aclnnAdd,,,24.71,24.71,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.76,14.26,0,0,0,0
empty_tensor,,,7.5,7.5,0,0,0,0
triton_kernel_add,,,15.52,15.52,1.416,1.416,0,0
aten::add,"1024;
1024;
",,24.3,52.36,0,1.696,0,0
empty_tensor,,,17.45,17.45,0,0,0,0
aclnnAdd,,,10.61,10.61,1.696,1.696,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.11,12.65,0,0,0,0
empty_tensor,,,6.54,6.54,0,0,0,0
triton_kernel_add,,,14.55,14.55,1.504,1.504,0,0
aten::add,"1024;
1024;
",,31.68,53.65,0,1.64,0,0
empty_tensor,,,11.13,11.13,0,0,0,0
aclnnAdd,,,10.84,10.84,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.71,13.53,0,0,0,0
empty_tensor,,,6.82,6.82,0,0,0,0
triton_kernel_add,,,21.67,21.67,1.456,1.456,0,0
aten::add,"1024;
1024;
",,22.59,44.43,0,1.64,0,0
empty_tensor,,,10.59,10.59,0,0,0,0
aclnnAdd,,,11.25,11.25,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.77,13.19,0,0,0,0
empty_tensor,,,6.42,6.42,0,0,0,0
triton_kernel_add,,,19.5,19.5,1.456,1.456,0,0
aten::add,"1024;
1024;
",,23.04,44.55,0,1.64,0,0
empty_tensor,,,10.94,10.94,0,0,0,0
aclnnAdd,,,10.57,10.57,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.82,13.51,0,0,0,0
empty_tensor,,,6.69,6.69,0,0,0,0
triton_kernel_add,,,20.72,20.72,1.464,1.464,0,0
aten::add,"1024;
1024;
",,23.49,45.39,0,1.656,0,0
empty_tensor,,,10.9,10.9,0,0,0,0
aclnnAdd,,,11.0,11.0,1.656,1.656,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.04,18.99,0,0,0,0
empty_tensor,,,11.95,11.95,0,0,0,0
triton_kernel_add,,,15.38,15.38,1.52,1.52,0,0
aten::add,"1024;
1024;
",,22.24,44.2,0,1.704,0,0
empty_tensor,,,10.77,10.77,0,0,0,0
aclnnAdd,,,11.19,11.19,1.704,1.704,0,0
aten::empty_like,"1024;
;
;
;
;
",,12.97,20.37,0,0,0,0
empty_tensor,,,7.4,7.4,0,0,0,0
triton_kernel_add,,,15.3,15.3,1.52,1.52,0,0
aten::add,"1024;
1024;
",,23.18,44.94,0,1.6,0,0
empty_tensor,,,10.36,10.36,0,0,0,0
aclnnAdd,,,11.4,11.4,1.6,1.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,12.89,19.9,0,0,0,0
empty_tensor,,,7.01,7.01,0,0,0,0
triton_kernel_add,,,24.44,24.44,1.4,1.4,0,0
aten::add,"1024;
1024;
",,23.22,49.8,0,1.68,0,0
empty_tensor,,,10.66,10.66,0,0,0,0
aclnnAdd,,,15.92,15.92,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.91,14.47,0,0,0,0
empty_tensor,,,7.56,7.56,0,0,0,0
triton_kernel_add,,,16.67,16.67,1.456,1.456,0,0
