Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty_like,"1024;
;
;
;
;
",,6.8,13.3,0,0,0,0
empty_tensor,,,6.5,6.5,0,0,0,0
triton_kernel_add,,,14.48,14.48,1.46,1.46,0,0
aten::add,"1024;
1024;
",,21.96,42.55,0,1.66,0,0
empty_tensor,,,9.73,9.73,0,0,0,0
aclnnAdd,,,10.86,10.86,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.45,11.59,0,0,0,0
empty_tensor,,,5.14,5.14,0,0,0,0
triton_kernel_add,,,28.61,28.61,1.46,1.46,0,0
aten::add,"1024;
1024;
",,22.58,42.98,0,1.7,0,0
empty_tensor,,,10.01,10.01,0,0,0,0
aclnnAdd,,,10.39,10.39,1.7,1.7,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.26,12.49,0,0,0,0
empty_tensor,,,6.23,6.23,0,0,0,0
triton_kernel_add,,,14.37,14.37,1.52,1.52,0,0
aten::add,"1024;
1024;
",,23.34,43.73,0,1.74,0,0
empty_tensor,,,10.53,10.53,0,0,0,0
aclnnAdd,,,9.86,9.86,1.74,1.74,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.55,12.36,0,0,0,0
empty_tensor,,,5.81,5.81,0,0,0,0
triton_kernel_add,,,14.22,14.22,1.56,1.56,0,0
aten::add,"1024;
1024;
",,22.75,42.92,0,1.68,0,0
empty_tensor,,,10.22,10.22,0,0,0,0
aclnnAdd,,,9.95,9.95,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.53,11.97,0,0,0,0
empty_tensor,,,5.44,5.44,0,0,0,0
triton_kernel_add,,,15.01,15.01,1.44,1.44,0,0
aten::add,"1024;
1024;
",,22.42,57.96,0,1.86,0,0
empty_tensor,,,10.16,10.16,0,0,0,0
aclnnAdd,,,25.38,25.38,1.86,1.86,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.69,13.75,0,0,0,0
empty_tensor,,,7.06,7.06,0,0,0,0
triton_kernel_add,,,14.89,14.89,1.48,1.48,0,0
aten::add,"1024;
1024;
",,22.05,42.35,0,1.86,0,0
empty_tensor,,,9.44,9.44,0,0,0,0
aclnnAdd,,,10.86,10.86,1.86,1.86,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.65,12.67,0,0,0,0
empty_tensor,,,6.02,6.02,0,0,0,0
triton_kernel_add,,,14.34,14.34,1.62,1.62,0,0
aten::add,"1024;
1024;
",,23.13,42.93,0,1.68,0,0
empty_tensor,,,9.96,9.96,0,0,0,0
aclnnAdd,,,9.84,9.84,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.38,12.82,0,0,0,0
empty_tensor,,,6.44,6.44,0,0,0,0
triton_kernel_add,,,14.09,14.09,1.5,1.5,0,0
aten::add,"1024;
1024;
",,23.05,43.62,0,1.7,0,0
empty_tensor,,,10.23,10.23,0,0,0,0
aclnnAdd,,,10.34,10.34,1.7,1.7,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.54,12.68,0,0,0,0
empty_tensor,,,6.14,6.14,0,0,0,0
triton_kernel_add,,,22.09,22.09,1.5,1.5,0,0
aten::add,"1024;
1024;
",,22.72,43.14,0,1.74,0,0
empty_tensor,,,10.16,10.16,0,0,0,0
aclnnAdd,,,10.26,10.26,1.74,1.74,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.85,13.09,0,0,0,0
empty_tensor,,,6.24,6.24,0,0,0,0
triton_kernel_add,,,14.34,14.34,1.56,1.56,0,0
aten::add,"1024;
1024;
",,21.79,40.31,0,1.64,0,0
empty_tensor,,,9.65,9.65,0,0,0,0
aclnnAdd,,,8.87,8.87,1.64,1.64,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.74,12.32,0,0,0,0
empty_tensor,,,5.58,5.58,0,0,0,0
triton_kernel_add,,,26.44,26.44,1.46,1.46,0,0
