Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
empty_tensor,,,10.81,10.81,0,0,0,0
aclnnAdd,,,12.69,12.69,2.52,2.52,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.11,13.16,0,0,0,0
empty_tensor,,,6.05,6.05,0,0,0,0
triton_kernel_add,,,17.04,17.04,21.5,21.5,0,0
aten::add,"1024;
1024;
",,24.19,47.85,0,2.5,0,0
empty_tensor,,,11.19,11.19,0,0,0,0
aclnnAdd,,,12.47,12.47,2.5,2.5,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.94,13.68,0,0,0,0
empty_tensor,,,6.74,6.74,0,0,0,0
triton_kernel_add,,,29.57,29.57,21.42,21.42,0,0
aten::add,"1024;
1024;
",,24.56,49.04,0,2.56,0,0
empty_tensor,,,11.27,11.27,0,0,0,0
aclnnAdd,,,13.21,13.21,2.56,2.56,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.99,14.01,0,0,0,0
empty_tensor,,,7.02,7.02,0,0,0,0
triton_kernel_add,,,17.0,17.0,21.54,21.54,0,0
aten::add,"1024;
1024;
",,26.26,51.11,0,2.16,0,0
empty_tensor,,,11.23,11.23,0,0,0,0
aclnnAdd,,,13.62,13.62,2.16,2.16,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.12,13.71,0,0,0,0
empty_tensor,,,6.59,6.59,0,0,0,0
triton_kernel_add,,,17.92,17.92,21.36,21.36,0,0
aten::add,"1024;
1024;
",,25.35,49.85,0,2.46,0,0
empty_tensor,,,11.54,11.54,0,0,0,0
aclnnAdd,,,12.96,12.96,2.46,2.46,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.98,12.94,0,0,0,0
empty_tensor,,,5.96,5.96,0,0,0,0
triton_kernel_add,,,17.55,17.55,21.56,21.56,0,0
aten::add,"1024;
1024;
",,24.76,48.19,0,2.5,0,0
empty_tensor,,,11.35,11.35,0,0,0,0
aclnnAdd,,,12.08,12.08,2.5,2.5,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.36,13.75,0,0,0,0
empty_tensor,,,6.39,6.39,0,0,0,0
triton_kernel_add,,,30.85,30.85,21.42,21.42,0,0
aten::add,"1024;
1024;
",,23.94,47.84,0,2.5,0,0
empty_tensor,,,10.64,10.64,0,0,0,0
aclnnAdd,,,13.26,13.26,2.5,2.5,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.34,13.86,0,0,0,0
empty_tensor,,,6.52,6.52,0,0,0,0
triton_kernel_add,,,17.45,17.45,21.58,21.58,0,0
aten::add,"1024;
1024;
",,25.2,47.0,0,2.04,0,0
empty_tensor,,,10.26,10.26,0,0,0,0
aclnnAdd,,,11.54,11.54,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.74,13.33,0,0,0,0
empty_tensor,,,6.59,6.59,0,0,0,0
triton_kernel_add,,,16.97,16.97,21.44,21.44,0,0
aten::add,"1024;
1024;
",,23.47,47.29,0,2.04,0,0
empty_tensor,,,10.68,10.68,0,0,0,0
aclnnAdd,,,13.14,13.14,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.71,12.68,0,0,0,0
empty_tensor,,,5.97,5.97,0,0,0,0
triton_kernel_add,,,17.07,17.07,21.62,21.62,0,0
aten::add,"1024;
1024;
",,24.67,53.37,0,2.16,0,0
empty_tensor,,,10.4,10.4,0,0,0,0
aclnnAdd,,,18.3,18.3,2.16,2.16,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.55,14.88,0,0,0,0
empty_tensor,,,7.33,7.33,0,0,0,0
triton_kernel_add,,,17.21,17.21,21.48,21.48,0,0
aten::add,"1024;
1024;
",,23.8,46.52,0,1.94,0,0
empty_tensor,,,10.51,10.51,0,0,0,0
aclnnAdd,,,12.21,12.21,1.94,1.94,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.83,13.33,0,0,0,0
empty_tensor,,,6.5,6.5,0,0,0,0
triton_kernel_add,,,17.15,17.15,21.54,21.54,0,0
aten::add,"1024;
1024;
",,24.33,47.63,0,1.94,0,0
empty_tensor,,,10.45,10.45,0,0,0,0
aclnnAdd,,,12.85,12.85,1.94,1.94,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.76,12.69,0,0,0,0
empty_tensor,,,5.93,5.93,0,0,0,0
triton_kernel_add,,,17.25,17.25,21.3,21.3,0,0
aten::add,"1024;
1024;
",,23.98,47.42,0,2.02,0,0
empty_tensor,,,10.66,10.66,0,0,0,0
aclnnAdd,,,12.78,12.78,2.02,2.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.08,13.64,0,0,0,0
empty_tensor,,,6.56,6.56,0,0,0,0
triton_kernel_add,,,24.94,24.94,21.66,21.66,0,0
aten::add,"1024;
1024;
",,25.0,48.77,0,1.98,0,0
empty_tensor,,,10.78,10.78,0,0,0,0
aclnnAdd,,,12.99,12.99,1.98,1.98,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.99,14.69,0,0,0,0
empty_tensor,,,7.7,7.7,0,0,0,0
triton_kernel_add,,,17.78,17.78,21.54,21.54,0,0
aten::add,"1024;
1024;
",,24.17,47.19,0,1.96,0,0
empty_tensor,,,10.52,10.52,0,0,0,0
aclnnAdd,,,12.5,12.5,1.96,1.96,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.03,13.38,0,0,0,0
empty_tensor,,,6.35,6.35,0,0,0,0
triton_kernel_add,,,16.99,16.99,21.5,21.5,0,0
aten::add,"1024;
1024;
",,24.58,47.0,0,2.02,0,0
empty_tensor,,,10.15,10.15,0,0,0,0
aclnnAdd,,,12.27,12.27,2.02,2.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.98,12.83,0,0,0,0
empty_tensor,,,5.85,5.85,0,0,0,0
triton_kernel_add,,,17.21,17.21,21.4,21.4,0,0
aten::add,"1024;
1024;
",,35.35,57.99,0,1.94,0,0
empty_tensor,,,9.98,9.98,0,0,0,0
aclnnAdd,,,12.66,12.66,1.94,1.94,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.41,15.77,0,0,0,0
empty_tensor,,,8.36,8.36,0,0,0,0
triton_kernel_add,,,25.34,25.34,21.58,21.58,0,0
aten::add,"1024;
1024;
",,24.73,47.88,0,2.0,0,0
empty_tensor,,,10.76,10.76,0,0,0,0
aclnnAdd,,,12.39,12.39,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.64,13.45,0,0,0,0
empty_tensor,,,6.81,6.81,0,0,0,0
triton_kernel_add,,,16.83,16.83,21.42,21.42,0,0
aten::add,"1024;
1024;
",,24.31,47.63,0,1.98,0,0
empty_tensor,,,10.77,10.77,0,0,0,0
aclnnAdd,,,12.55,12.55,1.98,1.98,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.44,14.68,0,0,0,0
empty_tensor,,,7.24,7.24,0,0,0,0
triton_kernel_add,,,17.0,17.0,21.6,21.6,0,0
aten::add,"1024;
1024;
",,24.46,47.05,0,2.04,0,0
empty_tensor,,,10.39,10.39,0,0,0,0
aclnnAdd,,,12.2,12.2,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.77,12.95,0,0,0,0
empty_tensor,,,6.18,6.18,0,0,0,0
triton_kernel_add,,,16.98,16.98,21.4,21.4,0,0
aten::add,"1024;
1024;
",,24.76,48.1,0,2.0,0,0
empty_tensor,,,10.76,10.76,0,0,0,0
aclnnAdd,,,12.58,12.58,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.97,13.91,0,0,0,0
empty_tensor,,,6.94,6.94,0,0,0,0
triton_kernel_add,,,28.72,28.72,21.3,21.3,0,0
aten::add,"1024;
1024;
",,24.59,47.64,0,2.04,0,0
empty_tensor,,,10.89,10.89,0,0,0,0
aclnnAdd,,,12.16,12.16,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.66,15.49,0,0,0,0
empty_tensor,,,7.83,7.83,0,0,0,0
triton_kernel_add,,,17.42,17.42,21.3,21.3,0,0
aten::add,"1024;
1024;
",,24.08,47.34,0,2.14,0,0
empty_tensor,,,10.57,10.57,0,0,0,0
aclnnAdd,,,12.69,12.69,2.14,2.14,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.8,13.96,0,0,0,0
empty_tensor,,,7.16,7.16,0,0,0,0
triton_kernel_add,,,17.16,17.16,21.38,21.38,0,0
