Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aclnnAdd,,,12.55,12.55,2.58,2.58,0,0
aten::empty_like,"1024;
;
;
;
;
",,9.87,16.9,0,0,0,0
empty_tensor,,,7.03,7.03,0,0,0,0
triton_kernel_add,,,15.82,15.82,21.44,21.44,0,0
aten::add,"1024;
1024;
",,23.05,46.64,0,2.48,0,0
empty_tensor,,,10.67,10.67,0,0,0,0
aclnnAdd,,,12.92,12.92,2.48,2.48,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.41,13.44,0,0,0,0
empty_tensor,,,7.03,7.03,0,0,0,0
triton_kernel_add,,,23.2,23.2,21.44,21.44,0,0
aten::add,"1024;
1024;
",,23.73,46.28,0,2.68,0,0
empty_tensor,,,10.94,10.94,0,0,0,0
aclnnAdd,,,11.61,11.61,2.68,2.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.81,14.32,0,0,0,0
empty_tensor,,,7.51,7.51,0,0,0,0
triton_kernel_add,,,15.27,15.27,21.52,21.52,0,0
aten::add,"1024;
1024;
",,22.98,45.15,0,2.6,0,0
empty_tensor,,,10.47,10.47,0,0,0,0
aclnnAdd,,,11.7,11.7,2.6,2.6,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.54,13.21,0,0,0,0
empty_tensor,,,6.67,6.67,0,0,0,0
triton_kernel_add,,,15.45,15.45,21.38,21.38,0,0
aten::add,"1024;
1024;
",,22.22,44.72,0,2.46,0,0
empty_tensor,,,10.27,10.27,0,0,0,0
aclnnAdd,,,12.23,12.23,2.46,2.46,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.67,13.61,0,0,0,0
empty_tensor,,,6.94,6.94,0,0,0,0
triton_kernel_add,,,16.21,16.21,21.32,21.32,0,0
aten::add,"1024;
1024;
",,22.45,44.95,0,2.32,0,0
empty_tensor,,,10.56,10.56,0,0,0,0
aclnnAdd,,,11.94,11.94,2.32,2.32,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.76,14.51,0,0,0,0
empty_tensor,,,7.75,7.75,0,0,0,0
triton_kernel_add,,,27.29,27.29,21.36,21.36,0,0
aten::add,"1024;
1024;
",,22.69,45.36,0,2.5,0,0
empty_tensor,,,10.61,10.61,0,0,0,0
aclnnAdd,,,12.06,12.06,2.5,2.5,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.28,12.44,0,0,0,0
empty_tensor,,,6.16,6.16,0,0,0,0
triton_kernel_add,,,15.55,15.55,21.42,21.42,0,0
aten::add,"1024;
1024;
",,22.51,43.86,0,2.54,0,0
empty_tensor,,,10.3,10.3,0,0,0,0
aclnnAdd,,,11.05,11.05,2.54,2.54,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.81,14.05,0,0,0,0
empty_tensor,,,7.24,7.24,0,0,0,0
triton_kernel_add,,,15.74,15.74,21.32,21.32,0,0
aten::add,"1024;
1024;
",,23.43,45.63,0,2.44,0,0
empty_tensor,,,10.89,10.89,0,0,0,0
aclnnAdd,,,11.31,11.31,2.44,2.44,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.47,13.77,0,0,0,0
empty_tensor,,,7.3,7.3,0,0,0,0
triton_kernel_add,,,15.03,15.03,21.42,21.42,0,0
aten::add,"1024;
1024;
",,23.6,45.63,0,2.04,0,0
empty_tensor,,,10.61,10.61,0,0,0,0
aclnnAdd,,,11.42,11.42,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.58,13.27,0,0,0,0
empty_tensor,,,6.69,6.69,0,0,0,0
triton_kernel_add,,,25.44,25.44,21.56,21.56,0,0
aten::add,"1024;
1024;
",,23.71,46.9,0,1.94,0,0
empty_tensor,,,10.67,10.67,0,0,0,0
aclnnAdd,,,12.52,12.52,1.94,1.94,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.49,14.48,0,0,0,0
empty_tensor,,,7.99,7.99,0,0,0,0
triton_kernel_add,,,16.0,16.0,21.44,21.44,0,0
aten::add,"1024;
1024;
",,22.49,44.26,0,2.0,0,0
empty_tensor,,,10.28,10.28,0,0,0,0
aclnnAdd,,,11.49,11.49,2.0,2.0,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.45,13.39,0,0,0,0
empty_tensor,,,6.94,6.94,0,0,0,0
triton_kernel_add,,,15.58,15.58,21.6,21.6,0,0
aten::add,"1024;
1024;
",,22.62,44.05,0,2.08,0,0
empty_tensor,,,10.01,10.01,0,0,0,0
aclnnAdd,,,11.42,11.42,2.08,2.08,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.89,13.5,0,0,0,0
empty_tensor,,,6.61,6.61,0,0,0,0
triton_kernel_add,,,15.7,15.7,21.42,21.42,0,0
aten::add,"1024;
1024;
",,22.61,45.48,0,2.02,0,0
empty_tensor,,,10.61,10.61,0,0,0,0
aclnnAdd,,,12.26,12.26,2.02,2.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.8,13.49,0,0,0,0
empty_tensor,,,6.69,6.69,0,0,0,0
triton_kernel_add,,,27.95,27.95,21.58,21.58,0,0
aten::add,"1024;
1024;
",,23.52,46.28,0,2.16,0,0
empty_tensor,,,11.07,11.07,0,0,0,0
aclnnAdd,,,11.69,11.69,2.16,2.16,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.4,13.24,0,0,0,0
empty_tensor,,,6.84,6.84,0,0,0,0
triton_kernel_add,,,15.3,15.3,21.44,21.44,0,0
aten::add,"1024;
1024;
",,23.31,45.27,0,2.1,0,0
empty_tensor,,,11.08,11.08,0,0,0,0
aclnnAdd,,,10.88,10.88,2.1,2.1,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.68,14.23,0,0,0,0
empty_tensor,,,7.55,7.55,0,0,0,0
triton_kernel_add,,,15.93,15.93,21.64,21.64,0,0
aten::add,"1024;
1024;
",,23.06,46.13,0,2.12,0,0
empty_tensor,,,10.77,10.77,0,0,0,0
aclnnAdd,,,12.3,12.3,2.12,2.12,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.46,13.36,0,0,0,0
empty_tensor,,,6.9,6.9,0,0,0,0
triton_kernel_add,,,21.72,21.72,21.38,21.38,0,0
aten::add,"1024;
1024;
",,23.14,45.09,0,1.96,0,0
empty_tensor,,,10.41,10.41,0,0,0,0
aclnnAdd,,,11.54,11.54,1.96,1.96,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.7,13.72,0,0,0,0
empty_tensor,,,7.02,7.02,0,0,0,0
triton_kernel_add,,,15.62,15.62,21.48,21.48,0,0
aten::add,"1024;
1024;
",,23.48,45.35,0,2.02,0,0
empty_tensor,,,10.73,10.73,0,0,0,0
aclnnAdd,,,11.14,11.14,2.02,2.02,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.03,13.62,0,0,0,0
empty_tensor,,,6.59,6.59,0,0,0,0
triton_kernel_add,,,15.63,15.63,21.38,21.38,0,0
aten::add,"1024;
1024;
",,22.33,44.53,0,1.96,0,0
empty_tensor,,,10.71,10.71,0,0,0,0
aclnnAdd,,,11.49,11.49,1.96,1.96,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.26,13.2,0,0,0,0
empty_tensor,,,6.94,6.94,0,0,0,0
triton_kernel_add,,,16.33,16.33,21.54,21.54,0,0
aten::add,"1024;
1024;
",,22.29,44.01,0,2.06,0,0
empty_tensor,,,10.26,10.26,0,0,0,0
aclnnAdd,,,11.46,11.46,2.06,2.06,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.92,13.74,0,0,0,0
empty_tensor,,,6.82,6.82,0,0,0,0
triton_kernel_add,,,22.35,22.35,21.32,21.32,0,0
aten::add,"1024;
1024;
",,22.5,45.68,0,1.88,0,0
empty_tensor,,,10.81,10.81,0,0,0,0
aclnnAdd,,,12.37,12.37,1.88,1.88,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.28,13.04,0,0,0,0
empty_tensor,,,6.76,6.76,0,0,0,0
triton_kernel_add,,,15.03,15.03,21.34,21.34,0,0
aten::add,"1024;
1024;
",,22.96,44.38,0,2.04,0,0
empty_tensor,,,10.43,10.43,0,0,0,0
aclnnAdd,,,10.99,10.99,2.04,2.04,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.33,13.05,0,0,0,0
empty_tensor,,,6.72,6.72,0,0,0,0
triton_kernel_add,,,16.03,16.03,21.26,21.26,0,0
aten::add,"1024;
1024;
",,23.08,46.11,0,1.9,0,0
empty_tensor,,,10.78,10.78,0,0,0,0
aclnnAdd,,,12.25,12.25,1.9,1.9,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.07,13.77,0,0,0,0
empty_tensor,,,6.7,6.7,0,0,0,0
triton_kernel_add,,,15.66,15.66,21.3,21.3,0,0
aten::add,"1024;
1024;
",,22.95,45.51,0,2.14,0,0
empty_tensor,,,10.29,10.29,0,0,0,0
aclnnAdd,,,12.27,12.27,2.14,2.14,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.64,13.68,0,0,0,0
empty_tensor,,,7.04,7.04,0,0,0,0
triton_kernel_add,,,25.91,25.91,21.34,21.34,0,0
