Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty_like,"1024;
;
;
;
;
",,13.68,20.39,0,0,0,0
empty_tensor,,,6.71,6.71,0,0,0,0
triton_kernel_add,,,16.93,16.93,1.44,1.44,0,0
aten::add,"1024;
1024;
",,24.12,46.67,0,1.66,0,0
empty_tensor,,,11.02,11.02,0,0,0,0
aclnnAdd,,,11.53,11.53,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,16.43,23.14,0,0,0,0
empty_tensor,,,6.71,6.71,0,0,0,0
triton_kernel_add,,,15.4,15.4,1.46,1.46,0,0
aten::add,"1024;
1024;
",,25.02,53.75,0,1.68,0,0
empty_tensor,,,11.17,11.17,0,0,0,0
aclnnAdd,,,17.56,17.56,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.59,13.38,0,0,0,0
empty_tensor,,,6.79,6.79,0,0,0,0
triton_kernel_add,,,15.86,15.86,1.48,1.48,0,0
aten::add,"1024;
1024;
",,24.13,53.21,0,1.68,0,0
empty_tensor,,,18.21,18.21,0,0,0,0
aclnnAdd,,,10.87,10.87,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.42,12.79,0,0,0,0
empty_tensor,,,6.37,6.37,0,0,0,0
triton_kernel_add,,,16.42,16.42,1.52,1.52,0,0
aten::add,"1024;
1024;
",,26.81,49.2,0,1.74,0,0
empty_tensor,,,10.74,10.74,0,0,0,0
aclnnAdd,,,11.65,11.65,1.74,1.74,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.77,12.5,0,0,0,0
empty_tensor,,,5.73,5.73,0,0,0,0
triton_kernel_add,,,15.38,15.38,1.54,1.54,0,0
aten::add,"1024;
1024;
",,24.03,45.7,0,1.78,0,0
empty_tensor,,,10.41,10.41,0,0,0,0
aclnnAdd,,,11.26,11.26,1.78,1.78,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.6,13.7,0,0,0,0
empty_tensor,,,7.1,7.1,0,0,0,0
triton_kernel_add,,,22.19,22.19,1.48,1.48,0,0
aten::add,"1024;
1024;
",,25.11,47.59,0,1.66,0,0
empty_tensor,,,10.59,10.59,0,0,0,0
aclnnAdd,,,11.89,11.89,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.18,12.81,0,0,0,0
empty_tensor,,,6.63,6.63,0,0,0,0
triton_kernel_add,,,22.27,22.27,1.46,1.46,0,0
aten::add,"1024;
1024;
",,23.38,45.93,0,1.66,0,0
empty_tensor,,,10.19,10.19,0,0,0,0
aclnnAdd,,,12.36,12.36,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.53,20.76,0,0,0,0
empty_tensor,,,14.23,14.23,0,0,0,0
triton_kernel_add,,,16.01,16.01,1.46,1.46,0,0
aten::add,"1024;
1024;
",,23.48,45.82,0,1.66,0,0
empty_tensor,,,10.86,10.86,0,0,0,0
aclnnAdd,,,11.48,11.48,1.66,1.66,0,0
aten::empty_like,"1024;
;
;
;
;
",,13.62,20.19,0,0,0,0
empty_tensor,,,6.57,6.57,0,0,0,0
triton_kernel_add,,,15.84,15.84,1.5,1.5,0,0
aten::add,"1024;
1024;
",,23.86,46.16,0,1.68,0,0
empty_tensor,,,10.49,10.49,0,0,0,0
aclnnAdd,,,11.81,11.81,1.68,1.68,0,0
aten::empty_like,"1024;
;
;
;
;
",,12.44,19.2,0,0,0,0
empty_tensor,,,6.76,6.76,0,0,0,0
triton_kernel_add,,,16.16,16.16,1.52,1.52,0,0
aten::add,"1024;
1024;
",,24.34,51.03,0,1.74,0,0
empty_tensor,,,10.03,10.03,0,0,0,0
aclnnAdd,,,16.66,16.66,1.74,1.74,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.26,12.59,0,0,0,0
empty_tensor,,,6.33,6.33,0,0,0,0
triton_kernel_add,,,16.12,16.12,1.58,1.58,0,0
