Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
triton_kernel_add,,,16.19,16.19,1.456,1.456,0,0
aten::add,"1024;
1024;
",,24.13,50.98,0,1.76,0,0
empty_tensor,,,10.84,10.84,0,0,0,0
aclnnAdd,,,16.01,16.01,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.7,13.67,0,0,0,0
empty_tensor,,,6.97,6.97,0,0,0,0
triton_kernel_add,,,16.53,16.53,1.544,1.544,0,0
aten::add,"1024;
1024;
",,28.57,51.78,0,1.72,0,0
empty_tensor,,,11.01,11.01,0,0,0,0
aclnnAdd,,,12.2,12.2,1.72,1.72,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.72,13.34,0,0,0,0
empty_tensor,,,6.62,6.62,0,0,0,0
triton_kernel_add,,,15.51,15.51,1.48,1.48,0,0
aten::add,"1024;
1024;
",,25.44,47.99,0,1.744,0,0
empty_tensor,,,10.89,10.89,0,0,0,0
aclnnAdd,,,11.66,11.66,1.744,1.744,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.77,14.04,0,0,0,0
empty_tensor,,,7.27,7.27,0,0,0,0
triton_kernel_add,,,36.38,36.38,1.68,1.68,0,0
aten::add,"1024;
1024;
",,23.4,46.33,0,1.92,0,0
empty_tensor,,,10.64,10.64,0,0,0,0
aclnnAdd,,,12.29,12.29,1.92,1.92,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.58,12.91,0,0,0,0
empty_tensor,,,6.33,6.33,0,0,0,0
triton_kernel_add,,,22.94,22.94,1.52,1.52,0,0
aten::add,"1024;
1024;
",,24.01,46.53,0,1.776,0,0
empty_tensor,,,10.27,10.27,0,0,0,0
aclnnAdd,,,12.25,12.25,1.776,1.776,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.12,12.47,0,0,0,0
empty_tensor,,,6.35,6.35,0,0,0,0
triton_kernel_add,,,21.52,21.52,1.584,1.584,0,0
aten::add,"1024;
1024;
",,23.61,46.86,0,1.776,0,0
empty_tensor,,,10.46,10.46,0,0,0,0
aclnnAdd,,,12.79,12.79,1.776,1.776,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.3,19.69,0,0,0,0
empty_tensor,,,13.39,13.39,0,0,0,0
triton_kernel_add,,,15.95,15.95,1.6,1.6,0,0
aten::add,"1024;
1024;
",,24.14,54.35,0,1.76,0,0
empty_tensor,,,10.49,10.49,0,0,0,0
aclnnAdd,,,19.72,19.72,1.76,1.76,0,0
aten::empty_like,"1024;
;
;
;
;
",,10.56,18.51,0,0,0,0
empty_tensor,,,7.95,7.95,0,0,0,0
triton_kernel_add,,,19.76,19.76,1.496,1.496,0,0
aten::add,"1024;
1024;
",,23.22,39.43,0,1.744,0,0
empty_tensor,,,10.86,10.86,0,0,0,0
aclnnAdd,,,5.35,5.35,1.744,1.744,0,0
aten::empty_like,"1024;
;
;
;
;
",,13.76,19.67,0,0,0,0
empty_tensor,,,5.91,5.91,0,0,0,0
triton_kernel_add,,,17.45,17.45,1.48,1.48,0,0
aten::add,"1024;
1024;
",,24.27,50.85,0,1.776,0,0
empty_tensor,,,10.47,10.47,0,0,0,0
aclnnAdd,,,16.11,16.11,1.776,1.776,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.57,12.94,0,0,0,0
empty_tensor,,,6.37,6.37,0,0,0,0
triton_kernel_add,,,16.0,16.0,1.544,1.544,0,0
aten::add,"1024;
1024;
",,23.53,50.09,0,1.784,0,0
empty_tensor,,,14.67,14.67,0,0,0,0
aclnnAdd,,,11.89,11.89,1.784,1.784,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.45,13.28,0,0,0,0
empty_tensor,,,6.83,6.83,0,0,0,0
triton_kernel_add,,,22.92,22.92,1.536,1.536,0,0
aten::add,"1024;
1024;
",,24.29,47.14,0,1.824,0,0
empty_tensor,,,10.38,10.38,0,0,0,0
aclnnAdd,,,12.47,12.47,1.824,1.824,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.4,13.6,0,0,0,0
empty_tensor,,,7.2,7.2,0,0,0,0
triton_kernel_add,,,20.93,20.93,1.6,1.6,0,0
aten::add,"1024;
1024;
",,23.54,46.93,0,1.88,0,0
empty_tensor,,,10.82,10.82,0,0,0,0
aclnnAdd,,,12.57,12.57,1.88,1.88,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.37,12.39,0,0,0,0
empty_tensor,,,6.02,6.02,0,0,0,0
triton_kernel_add,,,21.75,21.75,1.64,1.64,0,0
aten::add,"1024;
1024;
",,23.37,45.47,0,1.736,0,0
empty_tensor,,,10.22,10.22,0,0,0,0
aclnnAdd,,,11.88,11.88,1.736,1.736,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.46,12.69,0,0,0,0
empty_tensor,,,6.23,6.23,0,0,0,0
triton_kernel_add,,,15.81,15.81,1.504,1.504,0,0
aten::add,"1024;
1024;
",,24.29,47.73,0,1.704,0,0
empty_tensor,,,11.33,11.33,0,0,0,0
aclnnAdd,,,12.11,12.11,1.704,1.704,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.14,20.07,0,0,0,0
empty_tensor,,,12.93,12.93,0,0,0,0
triton_kernel_add,,,22.13,22.13,1.464,1.464,0,0
aten::add,"1024;
1024;
",,25.04,48.45,0,1.72,0,0
empty_tensor,,,11.1,11.1,0,0,0,0
aclnnAdd,,,12.31,12.31,1.72,1.72,0,0
aten::empty_like,"1024;
;
;
;
;
",,11.3,19.38,0,0,0,0
empty_tensor,,,8.08,8.08,0,0,0,0
triton_kernel_add,,,15.31,15.31,1.504,1.504,0,0
aten::add,"1024;
1024;
",,23.49,52.61,0,1.736,0,0
empty_tensor,,,10.52,10.52,0,0,0,0
aclnnAdd,,,18.6,18.6,1.736,1.736,0,0
aten::empty_like,"1024;
;
;
;
;
",,7.03,14.87,0,0,0,0
empty_tensor,,,7.84,7.84,0,0,0,0
triton_kernel_add,,,15.84,15.84,1.496,1.496,0,0
aten::add,"1024;
1024;
",,23.28,50.27,0,1.736,0,0
empty_tensor,,,10.39,10.39,0,0,0,0
aclnnAdd,,,16.6,16.6,1.736,1.736,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.57,13.19,0,0,0,0
empty_tensor,,,6.62,6.62,0,0,0,0
triton_kernel_add,,,16.7,16.7,1.544,1.544,0,0
aten::add,"1024;
1024;
",,27.99,50.91,0,1.8,0,0
empty_tensor,,,10.7,10.7,0,0,0,0
aclnnAdd,,,12.22,12.22,1.8,1.8,0,0
aten::empty_like,"1024;
;
;
;
;
",,6.31,12.44,0,0,0,0
empty_tensor,,,6.13,6.13,0,0,0,0
triton_kernel_add,,,27.29,27.29,1.544,1.544,0,0
